ticket_id,text,source,design_intent,ambiguity_type,augmentation,design_sentiment,borderline,is_gold,is_calibration,batch,in_overlap
GF-0511,can ya help me subscribing to ur company newsletter,bitext,other_contact,none,none,neutral,False,False,False,B2,False
GF-0512,i want assistance seeing the accepted payment modalities,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0513,termination charges,bitext,cancellation,none,none,neutral,False,False,False,B4,False
GF-0514,need help to get the bill from $64.2,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0515,help me speaking to customer support,bitext,other_contact,none,none,neutral,False,False,False,B3,False
GF-0516,Your refund policy is a joke — I want my $40 back today. Refund order #9351146.,injected_tone_trap,refund_request,tone_trap,none,negative,True,False,True,B3,True
GF-0517,Honestly quite annoyed — can I change a product of order #3897973?,bitext,order_changes,none,neg_wrap,negative,False,False,False,B4,False
GF-0518,"Love the new site, by the way! want assistance seeing your reimbursement policy",bitext,other_contact,none,pos_wrap,positive,False,False,False,B4,False
GF-0519,I do not know how to send feedback about your services,bitext,feedback_complaints,none,none,neutral,False,False,False,B2,False
GF-0520,can you help me looking for my invoice #12588?,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0521,can ya help me seeing if there is anything new on the refund,bitext,refund_request,none,none,neutral,False,False,False,B1,False
GF-0522,is there a way to send a review for ur services,bitext,feedback_complaints,none,none,neutral,False,False,False,B3,False
GF-0523,checking status of order $58,bitext,shipping_delivery,none,none,neutral,False,False,False,B3,False
GF-0524,tell me at what time I can reach customer support,bitext,other_contact,none,none,neutral,False,False,False,B1,False
GF-0525,transfer to me an agent,bitext,other_contact,none,none,neutral,False,False,False,B4,False
GF-0526,"I have to see when will my item arrive, I need help",bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0527,Great experience so far. what do I need to do to see my compensation current status?,bitext,refund_request,none,pos_wrap,positive,False,False,False,B4,False
GF-0528,mldifying pro account,bitext,account_access,none,none,neutral,False,False,False,B3,False
GF-0529,purchase #6803434 status,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0530,I need help to leave a review about your products,bitext,feedback_complaints,none,none,neutral,False,False,False,B4,False
GF-0531,I'm getting tired of this awful runaround. what do i need to do to see the early terminaion charges,bitext,cancellation,none,neg_wrap,negative,False,False,False,B4,False
GF-0532,"I was charged twice for #2526539, so refund one payment and cancel the duplicate order.",injected_mixed_intent,refund_request,mixed_intent,none,negative,True,False,False,B2,False
GF-0533,Brilliant — my package is a week late. You never disappoint.,injected_sarcasm,shipping_delivery,sarcasm,none,negative,True,True,False,B3,True
GF-0534,I am waiting for a compensation of #4777192#7167086,bitext,refund_request,none,none,neutral,False,False,True,B3,True
GF-0535,were do i report damn troubles with payment,bitext,billing_payments,none,none,negative,False,False,False,B3,False
GF-0536,I'm waiting for a restitution oof #7055261#1636773,bitext,refund_request,none,none,neutral,False,False,False,B2,False
GF-0537,You guys are awesome. Quick question: wanna lodge a consumer reclamation against ur company,bitext,feedback_complaints,none,pos_wrap,positive,True,False,False,B4,True
GF-0538,Honestly quite annoyed — i need help to see the termination fee,bitext,cancellation,none,neg_wrap,negative,True,False,False,B1,True
GF-0539,I need to see the fucking bill from $75,bitext,billing_payments,none,none,neutral,False,False,False,B4,False
GF-0540,how to sends some feedback for ur products,bitext,feedback_complaints,none,none,neutral,False,True,False,B4,True
GF-0541,assistance with opening a standard account,bitext,account_access,none,none,neutral,False,False,False,B1,False
GF-0542,how can I check the termination charge?,bitext,cancellation,none,none,neutral,False,False,False,B4,False
GF-0543,is it possible to demand a rebate of my money?,bitext,refund_request,none,none,neutral,False,False,False,B4,False
GF-0544,Very upsetting situation. i need someone,bitext,other_contact,none,neg_wrap,negative,False,True,False,B3,True
GF-0545,i want assistance asking for a restitution of my money,bitext,refund_request,none,none,neutral,False,False,False,B1,False
GF-0546,"My refund for #9912776 hasn't shown up, so just cancel my other order too.",injected_mixed_intent,refund_request,mixed_intent,none,neutral,True,False,True,B2,True
GF-0547,You guys are awesome. Quick question: how couldi see how long it takes for my package to arrive,bitext,shipping_delivery,none,pos_wrap,positive,False,True,False,B3,True
GF-0548,Frustrated customer here. want help to get in touch with customer assistance,bitext,other_contact,none,neg_wrap,negative,False,False,False,B3,False
GF-0549,i dont know how i can buy a few of ur product,bitext,order_changes,none,none,neutral,False,False,False,B4,False
GF-0550,i need help checking when my package is gonna arrive,bitext,shipping_delivery,none,none,neutral,False,False,False,B3,False
GF-0551,I have got to cancel purchase #7167086,bitext,cancellation,none,none,neutral,False,False,False,B3,False
GF-0552,check invoice from last purchase,bitext,billing_payments,none,none,neutral,False,False,True,B2,True
GF-0553,Worst experience ever. I demand a full refund of $64.2 for #3070817.,injected_tone_trap,refund_request,tone_trap,none,negative,True,False,False,B1,True
GF-0554,I want assistance to notify of a sign-up error,bitext,account_access,none,none,neutral,False,False,False,B1,False
GF-0555,need help lodging a cutomer claim against your organization,bitext,feedback_complaints,none,none,neutral,False,False,False,B1,False
GF-0556,"Great job, really: my delivery went to the wrong address. So happy I chose you.",injected_sarcasm,shipping_delivery,sarcasm,none,negative,True,False,False,B3,False
GF-0557,need to submit a secondary shipping address how to do it,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0558,want assistanfe to shop several damn articles,bitext,order_changes,none,none,neutral,False,False,False,B1,False
GF-0559,need assistance to order some itemsx,bitext,order_changes,none,none,neutral,False,False,False,B1,False
GF-0560,is there a way to send my feedback,bitext,feedback_complaints,none,none,neutral,False,False,False,B1,False
GF-0561,where do I see when my package is going to arrive?,bitext,shipping_delivery,none,none,neutral,False,False,False,B4,False
GF-0562,Frustrated customer here. how to see the early termination charges?,bitext,cancellation,none,neg_wrap,negative,False,False,False,B1,False
GF-0563,can you help me giving a quick look at my invoice #12588?,bitext,billing_payments,none,none,neutral,False,False,False,B3,False
GF-0564,i dont know what i need to do to speak to a person,bitext,other_contact,none,none,neutral,False,False,False,B1,False
GF-0565,I call to download the invoice #37777,bitext,billing_payments,none,none,neutral,False,False,False,B3,False
GF-0566,help me cancelling my newsletter subscription,bitext,other_contact,none,none,neutral,True,False,False,B4,False
GF-0567,I never authorized order #1076493: cancel it and refund the $64.2 now.,injected_mixed_intent,refund_request,mixed_intent,none,negative,True,True,False,B2,True
GF-0568,want help speaking with somebody,bitext,other_contact,none,none,neutral,False,False,False,B2,False
GF-0569,help solving troubles with online payment,bitext,billing_payments,none,none,neutral,False,False,False,B4,False
GF-0570,can ya help me to open a #4072634 account for my dad,bitext,account_access,none,none,neutral,False,False,False,B4,False
GF-0571,I don't know how to inform of an issue with sign-up,bitext,account_access,none,none,neutral,False,False,False,B4,False
GF-0572,how do I notify of payment problems?,bitext,billing_payments,none,none,neutral,False,False,True,B1,True
GF-0573,I have a question about canceling purchase $49.99,bitext,cancellation,none,none,neutral,False,False,False,B1,False
GF-0574,I need hepl to report an error with online payment,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0575,report payment issue,bitext,billing_payments,none,none,neutral,False,False,False,B3,False
GF-0576,is it possible to create a standard account?,bitext,account_access,none,none,neutral,False,False,False,B2,False
GF-0577,want help to get my money back,bitext,refund_request,none,none,neutral,False,True,False,B2,True
GF-0578,do ya have an e-mail to leave some feedback about ur company,bitext,feedback_complaints,none,none,neutral,False,False,False,B3,False
GF-0579,i expect a refund of $120 dollars,bitext,refund_request,none,none,neutral,False,False,False,B2,False
GF-0580,is it possible to check how soon can i expect my article,bitext,shipping_delivery,none,none,neutral,False,False,False,B3,False
GF-0581,I want help cancellkng purchase #7055261,bitext,cancellation,none,none,neutral,False,True,False,B1,True
GF-0582,help me see in what cases can I request to be reimbursed,bitext,other_contact,none,none,neutral,False,False,False,B2,False
GF-0583,can ya help me to lodge a consumer claim,bitext,feedback_complaints,none,none,neutral,False,True,False,B2,True
GF-0584,i try to make a complaint against ur company,bitext,feedback_complaints,none,none,neutral,False,False,False,B4,False
GF-0585,could you help me get compensations of my money?,bitext,refund_request,none,none,neutral,False,False,False,B2,False
GF-0586,how can I notify of problems with online payments?,bitext,billing_payments,none,none,neutral,False,False,False,B2,False
GF-0587,Wrong item shipped for #8430866: refund my $40 and cancel the replacement you sent.,injected_mixed_intent,refund_request,mixed_intent,none,negative,True,True,False,B1,True
GF-0588,is it possible to buy several items,bitext,order_changes,none,none,neutral,False,True,False,B2,True
GF-0589,I need assistance purchasing several products,bitext,order_changes,none,none,neutral,False,False,True,B3,True
GF-0590,Furious. Cancel #7055261 and never email me again.,injected_tone_trap,cancellation,tone_trap,none,negative,True,True,False,B3,True
GF-0591,Brilliant — my card got charged twice. You never disappoint.,injected_sarcasm,billing_payments,sarcasm,none,negative,True,True,False,B1,True
GF-0592,want assistance sending some feedback about a product,bitext,feedback_complaints,none,none,neutral,False,False,True,B3,True
GF-0593,Very upsetting situation. i do not know what to do to inform of problems with payments,bitext,billing_payments,none,neg_wrap,negative,False,False,False,B4,False
GF-0594,i made an mistake could i modify order #6860249,bitext,order_changes,none,none,neutral,False,False,False,B1,False
GF-0595,support editing the delivery address,bitext,shipping_delivery,none,none,neutral,False,False,False,B1,False
GF-0596,I'm sick of this company. Give me my $64.2 back for #6658042 before I call my bank.,injected_tone_trap,refund_request,tone_trap,none,negative,True,True,False,B3,True
GF-0597,how to speak to a live agent,bitext,other_contact,none,none,neutral,False,False,False,B1,False
GF-0598,"Wow, amazing — I can't reset my password because your site is down. What a wonderful experience.",injected_sarcasm,account_access,sarcasm,none,negative,True,False,False,B1,True
GF-0599,I need assistamce to inform of a payment issue,bitext,billing_payments,none,none,neutral,False,False,False,B1,False
GF-0600,want assistance notifying of payment issues,bitext,billing_payments,none,none,neutral,False,False,False,B4,False
